Experiment,Language,Subject,KL,Age_months,Age_years,method,cite,lab
Almoammer2013,Mandarin,29_BarnerMandarin2,1,36,3,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,3_BarnerMandarin2,1,44,3.6666666666666665,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,4_BarnerMandarin2,4,37,3.0833333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,5_BarnerMandarin2,5,43,3.5833333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,15_BarnerMandarin2,3,42,3.5,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,28_BarnerMandarin2,4,37,3.0833333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,30_BarnerMandarin2,4,36,3,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,7_BarnerMandarin2,5,47,3.9166666666666665,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,9_BarnerMandarin2,4,43,3.5833333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,11_BarnerMandarin2,5,43,3.5833333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,13_BarnerMandarin2,5,48,4,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,22_BarnerMandarin2,4,38,3.1666666666666665,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,25_BarnerMandarin2,1,39,3.25,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,8_BarnerMandarin2,2,46,3.8333333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,10_BarnerMandarin2,5,45,3.75,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,12_BarnerMandarin2,0,47,3.9166666666666665,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,16_BarnerMandarin2,0,46,3.8333333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,21_BarnerMandarin2,4,38,3.1666666666666665,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,26_BarnerMandarin2,5,40,3.3333333333333335,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,1_BarnerMandarin3,5,61,5.083333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,2_BarnerMandarin3,5,60,5,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,13_BarnerMandarin3,5,57,4.75,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,16_BarnerMandarin3,5,53,4.416666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,17_BarnerMandarin3,2,51,4.25,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,19_BarnerMandarin3,5,49,4.083333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,7_BarnerMandarin3,5,50,4.166666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,8_BarnerMandarin3,5,55,4.583333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,9_BarnerMandarin3,5,56,4.666666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,12_BarnerMandarin3,5,55,4.583333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,21_BarnerMandarin3,5,55,4.583333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,22_BarnerMandarin3,5,59,4.916666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,3_BarnerMandarin3,5,51,4.25,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,4_BarnerMandarin3,5,58,4.833333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,6_BarnerMandarin3,5,58,4.833333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,10_BarnerMandarin3,5,49,4.083333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,18_BarnerMandarin3,5,52,4.333333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,20_BarnerMandarin3,5,57,4.75,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,5_BarnerMandarin3,5,58,4.833333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,11_BarnerMandarin3,5,60,5,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,14_BarnerMandarin3,5,52,4.333333333333333,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,15_BarnerMandarin3,5,53,4.416666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,23_BarnerMandarin3,5,56,4.666666666666667,non-titrated,AlmoammerEtAl_2013,NA
Almoammer2013,Mandarin,24_BarnerMandarin3,5,52,4.333333333333333,non-titrated,AlmoammerEtAl_2013,NA
BarnerChowYoungE1,English,4,2,36,3,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,5,2,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,6,2,33,2.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,7,0,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,8,0,33,2.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,9,3,33,2.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,10,2,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,10,2,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,11,2,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,12,2,40,3.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,13,2,38,3.1666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,14,2,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,15*,0,31,2.5833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,19,1,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,20,3,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,21,CP,37,3.0833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,22,1,37,3.0833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,23,CP,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,26,1,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,28,1,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,29,2,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,31,0,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,1,CP,67,5.583333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,3,CP,55,4.583333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,4,1,60,5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,5,CP,59,4.916666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,6,CP,67,5.583333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,7,CP,66,5.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,8,0,56,4.666666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,9,0,44,3.6666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,10,3,41,3.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,11,2,39,3.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,12,3,41,3.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,13,2,39,3.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,14,CP,41,3.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,15,1,52,4.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,16,2,40,3.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,18,2,38,3.1666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,19,CP,52,4.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,20,2,41,3.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,21,1,46,3.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,22,CP,53,4.416666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,23,CP,42,3.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,24,CP,52,4.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,25,CP,53,4.416666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,26,2,45,3.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,27,CP,62,5.166666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,28,CP,64,5.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,29,CP,66,5.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,30,CP,60,5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,31,CP,67,5.583333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,32,CP,60,5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,33,CP,64,5.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,34,CP,53,4.416666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,35,CP,49,4.083333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,36,CP,54,4.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,37,CP,52,4.333333333333333,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE1,English,38,NA,48,4,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,1,1,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,5,1,31,2.5833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,14,1,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,18,0,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,22,2,32,2.6666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,24,0,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,28,3,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,34,1,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,3,1,25,2.0833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,9,1,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,12,0,25,2.0833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,20,0,33,2.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,21,1,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,25,2,24,2,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,29,0,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,33,2,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,2,0,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,6,0,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,10,1,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,19,1,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,23,2,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,26,0,33,2.75,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,30,3,25,2.0833333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,4,0,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,11,2,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,13,1,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,17,1,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,27,1,32,2.6666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,32,1,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,1,1,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,2,1,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,3,4,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,4,0,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,5,1,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,6,2,NA,NA,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,7,2,29,2.4166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,8,2,30,2.5,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,9,1,32,2.6666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,10,2,28,2.3333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,11,1,35,2.9166666666666665,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,13,0,34,2.8333333333333335,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,14,0,27,2.25,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,15,2,23,1.9166666666666667,titrated,BarnerChowYoung_2009,NA
BarnerChowYoungE2,English,16,1,32,2.6666666666666665,titrated,BarnerChowYoung_2009,NA
BarnerTakasaki2009,Japanese,1_BarnerJapanese1,0,29,2.4166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,2_BarnerJapanese1,0,29,2.4166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,3_BarnerJapanese1,0,24,2,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,4_BarnerJapanese1,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,8_BarnerJapanese2,0,26,2.1666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,9_BarnerJapanese2,0,24,2,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,10_BarnerJapanese2,0,28,2.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,11_BarnerJapanese2,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,12_BarnerJapanese2,0,29,2.4166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,13_BarnerJapanese2,0,26,2.1666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,14_BarnerJapanese2,0,25,2.0833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,16_BarnerJapanese2,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,17_BarnerJapanese2,0,35,2.9166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,18_BarnerJapanese2,0,36,3,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,19_BarnerJapanese2,0,29,2.4166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,20_BarnerJapanese2,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,22_BarnerJapanese2,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,25_BarnerJapanese2,0,28,2.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,26_BarnerJapanese2,0,34,2.8333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,27_BarnerJapanese2,0,27,2.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,28_BarnerJapanese2,0,33,2.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,29_BarnerJapanese2,0,24,2,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,30_BarnerJapanese2,0,25,2.0833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,32_BarnerJapanese2,0,25,2.0833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,33_BarnerJapanese2,0,30,2.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,43_BarnerJapanese2,0,42,3.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,68_BarnerJapanese2,0,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,69_BarnerJapanese1,0,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,5_BarnerJapanese1,1,34,2.8333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,15_BarnerJapanese2,1,31,2.5833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,47_BarnerJapanese1,1,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,58_BarnerJapanese2,1,45,3.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,61_BarnerJapanese1,1,45,3.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,63_BarnerJapanese1,1,45,3.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,67_BarnerJapanese1,1,45,3.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,75_BarnerJapanese1,1,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,76_BarnerJapanese2,1,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,6_BarnerJapanese1,2,32,2.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,23_BarnerJapanese2,2,36,3,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,24_BarnerJapanese2,2,35,2.9166666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,24_BarnerJapanese1,2,53,4.416666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,41_BarnerJapanese2,2,40,3.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,42_BarnerJapanese1,2,40,3.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,52_BarnerJapanese2,2,40,3.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,56_BarnerJapanese2,2,44,3.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,72_BarnerJapanese2,2,36,3,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,7_BarnerJapanese1,3,31,2.5833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,21_BarnerJapanese2,3,32,2.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,28_BarnerJapanese1,3,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,35_BarnerJapanese1,3,49,4.083333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,44_BarnerJapanese1,3,39,3.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,45_BarnerJapanese2,3,38,3.1666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,50_BarnerJapanese2,3,38,3.1666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,51_BarnerJapanese1,3,38,3.1666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,53_BarnerJapanese1,3,44,3.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,66_BarnerJapanese2,3,45,3.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,70_BarnerJapanese2,3,42,3.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,74_BarnerJapanese2,3,37,3.0833333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,1_BarnerJapanese2,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,2_BarnerJapanese2,CP,56,4.666666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,3_BarnerJapanese2,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,4_BarnerJapanese2,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,5_BarnerJapanese2,CP,50,4.166666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,6_BarnerJapanese2,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,8_BarnerJapanese1,CP,49,4.083333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,9_BarnerJapanese1,CP,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,10_BarnerJapanese1,CP,57,4.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,11_BarnerJapanese1,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,12_BarnerJapanese1,CP,57,4.75,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,13_BarnerJapanese1,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,14_BarnerJapanese1,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,15_BarnerJapanese1,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,16_BarnerJapanese1,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,17_BarnerJapanese1,CP,52,4.333333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,18_BarnerJapanese1,CP,49,4.083333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,19_BarnerJapanese1,CP,51,4.25,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,20_BarnerJapanese1,CP,53,4.416666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,21_BarnerJapanese1,CP,53,4.416666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,22_BarnerJapanese1,CP,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,23_BarnerJapanese1,CP,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,25_BarnerJapanese1,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,26_BarnerJapanese1,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,27_BarnerJapanese1,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,29_BarnerJapanese1,CP,53,4.416666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,31_BarnerJapanese1,CP,59,4.916666666666667,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,32_BarnerJapanese1,CP,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,33_BarnerJapanese1,CP,55,4.583333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,34_BarnerJapanese2,CP,49,4.083333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,36_BarnerJapanese2,CP,54,4.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,37_BarnerJapanese1,CP,58,4.833333333333333,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,48_BarnerJapanese2,CP,40,3.3333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,49_BarnerJapanese1,CP,42,3.5,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,54_BarnerJapanese2,CP,44,3.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,55_BarnerJapanese1,CP,46,3.8333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,57_BarnerJapanese1,CP,46,3.8333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,59_BarnerJapanese1,CP,46,3.8333333333333335,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,60_BarnerJapanese2,CP,48,4,titrated,BarnerLibensonCheungTakasaki_2009,NA
BarnerTakasaki2009,Japanese,62_BarnerJapanese2,CP,44,3.6666666666666665,titrated,BarnerLibensonCheungTakasaki_2009,NA
