SID,DOB,DOT,Age,Sex,Language,Location,Experimenter,Coder,Exclude,Exclusion_reason,Knower_level,Task,Trial_number,Task_item,Response,Correct,Mem_check_1,Mem_check_2,Counted,Notes,Exclude_trial,Exclude_trial_reason
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,SF,9,2,3,1,1,,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,SF,10,4,5,1,1,,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,1,1,2,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,2,3,4,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,3,5,6,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,4,2,4,0,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,5,4,6,0,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,6,3,4,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,7,5,6,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,8,1,2,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,9,2,3,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Next_number,10,4,5,1,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,1,1,1,1,NA,NA,,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,2,2,2,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,3,3,3,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,4,4,4,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,5,5,5,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,6,6,6,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,7,6,6,1,NA,NA,1,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,8,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,9,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,10,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,11,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,12,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Give_N,13,NA,NA,NA,NA,NA,,,1,no data
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,Highest_count,NA,NA,20,NA,NA,NA,NA,,0,
070119-L,02/14/2016,07/01/2019,3.375770021,F,English,Lab,CG,YKA,0,,CP,HC_error,NA,NA,1,NA,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,Training,0,1,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,1,1,2,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,2,3,4,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,3,5,6,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,4,2,3,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,5,4,5,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,6,3,4,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,7,5,6,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,8,1,2,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,9,2,3,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,SF,10,4,5,1,1,,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,1,1,2,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,2,3,4,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,3,5,6,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,4,2,3,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,5,4,5,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,6,3,4,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,7,5,6,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,8,1,2,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,9,2,3,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Next_number,10,4,5,1,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,1,1,1,1,NA,NA,,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,2,2,2,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,3,3,3,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,4,4,4,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,5,5,5,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,6,6,6,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,7,6,6,1,NA,NA,1,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,8,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,9,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,10,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,11,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,12,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Give_N,13,NA,NA,NA,NA,NA,,,1,no data
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,Highest_count,NA,NA,29,NA,NA,NA,NA,,0,
070119-KT,07/23/15,07/01/2019,3.939767283,F,English,Lab,CG/YKA,YKA,0,,CP,HC_error,NA,NA,NA,NA,NA,NA,NA,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,Training,0,1,1,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,1,1,3,0,1,,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,2,3,5,0,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,3,5,5,0,1,,NA,adamant about the number 5,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,4,2,5,0,0,1,NA,adamant about the number 5,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,5,4,5,1,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,6,3,5,0,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,7,5,6,1,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,8,1,2,1,0,0,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,9,2,NA,NA,0,0,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,SF,10,4,NA,NA,,,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,1,1,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,2,3,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,3,5,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,4,2,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,5,4,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,6,3,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,7,5,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,8,1,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,9,2,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Next_number,10,4,NA,NA,NA,NA,NA,,1,no response
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,1,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,2,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,3,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,4,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,5,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,6,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,7,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,8,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,9,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,10,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,11,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,12,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Give_N,13,NA,NA,NA,NA,NA,,,1,no data
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,Highest_count,NA,NA,NA,NA,NA,NA,NA,,1,
070119-A,01/15/2017,07/01/2019,2.455852156,F,English,Lab,CG,YKA,1,DNF,NA,HC_error,NA,NA,NA,NA,NA,NA,NA,,1,no data
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,Training,0,1,1,0,0,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,1,1,2,1,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,2,3,5,0,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,3,5,7,0,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,4,2,4,0,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,5,4,6,0,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,6,3,4,1,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,7,5,6,1,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,8,1,2,1,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,9,2,4,0,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,SF,10,4,5,1,1,,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,1,1,7,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,2,3,4,1,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,3,5,6,1,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,4,2,1,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,5,4,6,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,6,3,6,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,7,5,7,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,8,1,2,1,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,9,2,6,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Next_number,10,4,7,0,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,1,1,1,1,NA,NA,0,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,2,2,2,1,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,3,3,3,1,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,4,4,4,1,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,5,5,5,1,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,6,6,3,0,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,7,5,8,0,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,8,4,7,0,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,9,3,10,0,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,10,2,2,1,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,11,3,10,0,NA,NA,1,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,Highest_count,NA,NA,13,NA,NA,NA,NA,,0,
062819-OF,09/08/2015,06/28/2019,3.802874743,F,English,Lab,JS,AY,0,,2,HC_error,NA,NA,16,NA,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,Training,0,1,1,0,0,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,1,1,2,1,0,0,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,2,3,4,1,0,0,NA,accidently showed kid fish inside before asking alts again. ,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,3,5,6,1,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,4,2,3,1,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,5,4,5,1,0,1,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,6,3,5,0,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,7,5,6,1,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,8,1,2,1,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,9,2,3,1,0,1,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,SF,10,4,5,1,1,,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,1,1,3,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,2,3,5,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,3,5,4,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,4,2,5,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,5,4,1,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,6,3,1,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,7,5,3,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,8,1,3,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,9,2,1,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Next_number,10,4,1,0,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,1,1,1,1,NA,NA,0,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,2,2,2,1,NA,NA,1,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,3,3,2,0,NA,NA,1,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,4,2,2,1,NA,NA,1,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,5,3,2,0,NA,NA,1,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,6,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,Highest_count,NA,NA,3,NA,NA,NA,NA,,0,
062819-GS,05/16/2016,06/28/2019,3.115674196,F,English,Lab,JS,JS,0,,1,HC_error,NA,NA,2,NA,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,Training,0,1,1,0,0,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,1,1,2,1,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,2,3,5,0,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,3,5,7,0,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,4,2,3,1,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,5,4,6,0,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,6,3,5,0,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,7,5,7,0,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,8,1,2,1,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,9,2,3,1,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,SF,10,4,5,1,1,,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,1,1,2,1,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,2,3,6,0,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,3,5,6,1,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,4,2,7,0,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,5,4,6,0,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,6,3,6,0,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,7,5,6,1,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,8,1,6,0,NA,NA,NA,,0,
062819-CB,07/24/15,06/28/19,3.92881588,M,English,Lab,CG,CG,0,,CP,Next_number,9,2,6,0,NA,NA,NA,,0,
